close_x,close_y,contract_num,dte,iv,pc,settle_date,strike,symbol,moneyness,atm_iv,vol_skew
,2.354,2,41,0.6319591680490549,,20120502,2.0009,NGN12,-0.15,0.6096584117735495,0.0223
,2.354,2,41,0.622939780667684,,20120502,2.1186000000000003,NGN12,-0.1,0.6096584117735495,0.0133
,2.354,2,41,0.6158415705883274,,20120502,2.2363,NGN12,-0.05,0.6096584117735495,0.0062
,2.354,2,41,0.6096584117735495,,20120502,2.354,NGN12,0.0,0.6096584117735495,0.0
,2.354,2,41,0.610552563725554,,20120502,2.4717000000000002,NGN12,0.05,0.6096584117735495,0.0009
,2.354,2,41,0.6076103309217677,,20120502,2.5894000000000004,NGN12,0.1,0.6096584117735495,-0.002
,2.354,2,41,0.6064046659487288,,20120502,2.7071,NGN12,0.15,0.6096584117735495,-0.0033
,2.354,2,41,0.6071900444060112,,20120502,2.8248,NGN12,0.2,0.6096584117735495,-0.0025
,2.354,2,41,0.6126666569970857,,20120502,2.9425,NGN12,0.25,0.6096584117735495,0.003
,2.287,2,44,0.5317612614874756,,20120612,2.0583,NGQ12,-0.1,0.5197301615410576,0.012
,2.287,2,44,0.5247542501478759,,20120612,2.17265,NGQ12,-0.05,0.5197301615410576,0.005
,2.287,2,44,0.5197301615410576,,20120612,2.287,NGQ12,0.0,0.5197301615410576,0.0
,2.287,2,44,0.5176181925816296,,20120612,2.40135,NGQ12,0.05,0.5197301615410576,-0.0021
,2.287,2,44,0.5167875953168568,,20120612,2.5157000000000003,NGQ12,0.1,0.5197301615410576,-0.0029
,2.287,2,44,0.5173978922744746,,20120612,2.6300499999999998,NGQ12,0.15,0.5197301615410576,-0.0023
,2.287,2,44,0.5196930578953797,,20120612,2.7443999999999997,NGQ12,0.2,0.5197301615410576,-0.0
,2.287,2,44,0.5218444327891041,,20120612,2.8587499999999997,NGQ12,0.25,0.5197301615410576,0.0021
,2.287,2,44,0.5307513512820743,,20120612,2.9731,NGQ12,0.3,0.5197301615410576,0.011
