-0.25,-0.2,-0.15,-0.1,-0.05,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,symbol,settle_date,-0.3
0.0255,0.021,0.0087,0.0011,-0.0008,0.0,0.0047,0.0084,0.0159,0.0236,0.0385,0.0489,0.06,NGF14,20131101,0.0667
0.0437,0.0271,0.0142,0.0049,0.0004,0.0,0.0021,0.0061,0.0137,0.0213,0.0346,0.0461,0.0587,NGF14,20131104,0.0542
0.0535,0.0276,0.0154,0.0039,0.0002,0.0,0.0026,0.0072,0.0152,0.0202,0.0342,0.0515,0.0631,NGF14,20131105,0.0619
0.0436,0.0192,0.0107,0.0049,-0.0016,0.0,0.0013,0.0072,0.0148,0.0242,0.0356,0.0532,0.0688,NGF14,20131106,0.0715
0.0321,0.0228,0.004,0.0006,-0.0017,0.0,0.0034,0.0101,0.018,0.0263,0.0419,0.0513,0.0677,NGF14,20131107,0.0735
0.0396,0.0276,0.0116,0.0034,-0.0007,0.0,0.004,0.0092,0.0171,0.0281,0.0363,0.0533,0.0607,NGF14,20131108,0.0839
0.0504,0.0314,0.0122,0.0049,-0.0009,0.0,0.0036,0.0106,0.0187,0.0275,0.0393,0.0517,0.0675,NGF14,20131111,0.0827
0.0548,0.0217,0.0122,0.0006,-0.0009,0.0,0.0049,0.0112,0.018,0.0278,0.0468,0.0564,0.075,NGF14,20131112,0.0983
0.039,0.0209,0.0112,0.0043,-0.0007,0.0,0.003,0.0085,0.0181,0.0272,0.0392,0.0571,0.0691,NGF14,20131113,0.1072
0.0345,0.0344,0.0156,0.0049,0.0003,0.0,0.004,0.0109,0.0166,0.0268,0.0445,0.0624,0.0676,NGF14,20131114,0.1116
0.0598,0.0325,0.0139,0.0033,0.002,0.0,0.0059,0.0124,0.0211,0.0304,0.0419,0.0581,,NGF14,20131115,0.1134
0.0505,0.0348,0.0171,0.0054,0.0019,0.0,0.0027,0.0077,0.0149,0.0217,0.0408,0.0551,0.084,NGF14,20131118,0.129
0.0568,0.0425,0.0171,0.0087,0.0019,0.0,0.0027,0.0084,0.0161,0.0242,0.0339,0.0516,0.0547,NGF14,20131119,0.1371
0.0497,0.0303,0.0218,0.0076,0.0027,0.0,0.0031,0.0075,0.0146,0.022,0.0307,0.052,,NGF14,20131120,0.1339
0.0662,0.0358,0.0225,0.0043,0.0034,0.0,0.0039,0.0089,0.0162,0.0229,0.0338,0.0562,,NGF14,20131121,0.1488
0.0684,0.04,0.0132,0.0062,-0.0002,0.0,0.0019,0.0092,0.0177,0.0336,0.0436,0.0564,,NGF14,20131122,0.1516
0.09,0.0476,0.0146,0.0067,,0.0,0.0008,0.0101,0.0172,0.0352,0.0472,0.0511,,NGF14,20131125,0.1765
0.1026,0.0494,0.0243,0.0101,-0.0002,0.0,0.0006,0.006,0.0139,0.0329,0.0377,,,NGF14,20131126,0.1911
,-0.0325,-0.0349,-0.0238,-0.0123,0.0,0.0129,0.0269,0.042,0.0573,0.0729,0.0915,0.1035,NGF15,20141030,
,-0.0445,-0.0418,-0.0303,-0.0154,0.0,0.0154,0.0317,0.0459,0.0621,0.0789,0.0945,0.1067,NGF15,20141031,
-0.0449,-0.0579,-0.0448,-0.0317,-0.017,0.0,0.0163,0.0327,0.0492,0.0665,0.0843,0.1004,0.1138,NGF15,20141103,
-0.0381,-0.0559,-0.0471,-0.0339,-0.0173,0.0,0.0183,0.0372,0.0557,0.0743,0.0931,0.1094,0.1254,NGF15,20141104,
-0.0383,-0.0424,-0.0398,-0.0292,-0.0163,0.0,0.0192,0.0367,0.0543,0.0714,0.0889,0.106,0.1208,NGF15,20141105,-0.0382
-0.0279,-0.0368,-0.0348,-0.0258,-0.014,0.0,0.0184,0.0363,0.0534,0.0695,0.0884,0.1044,,NGF15,20141106,-0.0224
-0.0489,-0.0471,-0.0378,-0.0274,-0.0145,0.0,0.016,0.0326,0.0481,0.0631,0.0773,0.0922,,NGF15,20141107,-0.0483
-0.0467,-0.0512,-0.0444,-0.0321,-0.0178,0.0,0.018,0.0371,0.0528,0.0688,0.0821,0.0959,0.1094,NGF15,20141110,-0.0463
-0.0515,-0.0507,-0.0448,-0.0326,-0.0178,0.0,0.0184,0.0349,0.0496,0.0649,0.0794,0.0932,0.1029,NGF15,20141111,-0.0526
-0.0501,-0.0577,-0.0475,-0.0368,-0.0202,0.0,0.0185,0.0363,0.0513,0.0668,0.0804,0.0944,0.1036,NGF15,20141112,
-0.0304,-0.0408,-0.0377,-0.0321,-0.0192,0.0,0.0198,0.0369,0.0506,0.0667,0.0797,0.0927,0.102,NGF15,20141113,
-0.0427,-0.048,-0.0442,-0.0342,-0.018,0.0,0.0168,0.0354,0.0525,0.0705,0.0836,0.0967,0.1083,NGF15,20141114,
-0.0565,-0.0585,-0.0498,-0.037,-0.0193,0.0,0.0187,0.0368,0.0554,0.0697,0.0861,0.0972,0.1114,NGF15,20141117,-0.0552
-0.0641,-0.0642,-0.0508,-0.0358,-0.0184,0.0,0.0169,0.0343,0.0486,0.0617,0.0761,0.0873,0.1006,NGF15,20141118,-0.0645
-0.0822,-0.0758,-0.0582,-0.0378,-0.0186,0.0,0.0178,0.0343,0.0492,0.0615,0.0733,0.0823,,NGF15,20141119,-0.0887
-0.0781,-0.0836,-0.0691,-0.0469,-0.0217,0.0,0.018,0.0362,0.0517,0.0661,0.0802,,,NGF15,20141120,-0.0757
-0.0794,-0.0782,-0.0663,-0.0461,-0.0232,0.0,0.0199,0.0392,0.0553,0.0702,0.0833,0.0963,0.1036,NGF15,20141121,-0.0905
-0.0504,-0.0645,-0.0519,-0.0409,-0.0223,0.0,0.0171,0.036,0.0518,0.0661,0.0773,0.0913,0.099,NGF15,20141124,-0.0501
-0.0429,-0.0554,-0.0498,-0.0347,-0.0177,0.0,0.0177,0.0327,0.0485,0.062,0.0679,0.084,0.097,NGF15,20141125,-0.0326
,,0.0253,0.0134,0.0069,0.0,-0.0026,-0.0063,-0.0052,-0.0045,,,,NGF16,20151029,
,,0.0242,0.0127,0.0065,0.0,-0.0082,-0.0075,-0.0024,0.0038,,,,NGF16,20151030,
,,0.0182,0.0074,0.0035,0.0,-0.0006,0.0032,0.0055,0.0112,,,,NGF16,20151102,
,,0.0115,0.003,0.0003,0.0,-0.0004,0.0034,0.0065,0.013,,,,NGF16,20151103,
,,0.0151,0.0036,0.0025,0.0,0.0013,0.0068,0.0106,0.0166,,,,NGF16,20151104,
,0.023,0.0165,0.0073,0.0051,0.0,0.0012,0.0071,0.0115,,,,,NGF16,20151105,
,0.0228,0.0162,0.0036,0.001,0.0,0.0016,0.0053,0.0094,,,,,NGF16,20151106,
,,0.0138,0.0052,0.0025,0.0,-0.0008,0.0031,0.0061,0.0101,,,,NGF16,20151109,
,,0.0153,0.006,0.0013,0.0,0.0015,0.0031,0.0075,0.0098,,,,NGF16,20151110,
,,0.0187,0.0088,0.0054,0.0,-0.0001,0.0035,0.01,0.0148,,,,NGF16,20151111,
,,0.0256,0.0103,0.0059,0.0,0.0016,0.0046,0.0084,0.0153,,,,NGF16,20151112,
,0.0322,0.0228,0.0107,0.0057,0.0,0.002,0.0026,0.0076,,,,,NGF16,20151113,
,0.0348,0.0221,0.0068,0.0015,0.0,0.0004,0.005,0.0107,,,,,NGF16,20151116,
,0.0374,0.0248,0.0107,0.0043,0.0,-0.0009,0.0038,0.0077,,,,,NGF16,20151117,
,,0.0257,0.013,0.0071,0.0,0.005,0.0082,0.0088,0.0152,,,,NGF16,20151118,
,,0.0297,0.0131,0.006,0.0,0.0049,0.0073,0.0097,0.0144,,,,NGF16,20151119,
,,,0.0225,0.0119,0.0,-0.0058,-0.0066,-0.006,-0.0013,0.0049,0.0154,,NGF16,20151120,
,,,0.0205,0.0107,0.0,-0.005,-0.0071,-0.0038,0.0025,0.0164,,,NGF16,20151123,
,,,0.0123,0.0058,0.0,-0.0057,-0.0035,0.0006,0.0132,0.0263,,,NGF16,20151124,
,,,0.0257,0.0129,0.0,-0.0036,-0.0027,-0.0011,0.0017,0.0232,0.0383,,NGF16,20151125,
0.006,-0.0041,-0.0085,-0.0091,-0.0059,0.0,0.0048,0.0152,0.0261,0.0377,,,,NGF17,20161028,0.0233
0.0061,-0.0071,-0.0091,-0.0096,-0.0067,0.0,0.0073,0.0162,0.0276,0.0404,0.0548,,,NGF17,20161031,0.0294
0.0063,-0.0046,-0.0059,-0.0065,-0.0054,0.0,0.0067,0.0182,0.0289,0.0426,0.0565,,,NGF17,20161101,0.0176
0.0173,0.0038,-0.0032,-0.0053,-0.0036,0.0,0.0062,0.0161,0.0252,0.0384,0.051,0.066,,NGF17,20161102,0.034
0.0141,0.0036,-0.0045,-0.0055,-0.0039,0.0,0.0072,0.0169,0.0265,0.0403,0.0544,0.0668,0.08,NGF17,20161103,0.0344
0.0223,0.0056,-0.0016,-0.0036,-0.0038,0.0,0.0061,0.017,0.0273,0.0395,0.053,0.0682,0.0799,NGF17,20161104,0.0289
0.0195,0.0082,-0.0016,-0.0046,-0.0032,0.0,0.0066,0.0162,0.0275,0.0401,0.0534,0.067,,NGF17,20161107,0.0358
0.0315,0.0159,0.0057,0.0006,-0.0005,0.0,0.0025,0.0104,0.0192,0.029,0.0417,0.056,0.0672,NGF17,20161108,
0.0336,0.019,0.0051,0.0015,-0.001,0.0,0.0028,0.0104,0.0186,0.0299,0.0412,0.0529,0.0685,NGF17,20161109,0.0424
0.0439,0.0262,0.0149,0.0062,0.0033,0.0,0.0031,0.0088,0.0163,0.025,0.0338,0.0462,0.0601,NGF17,20161110,
0.0465,0.0298,0.0179,0.0078,0.0022,0.0,0.0028,0.0069,0.0135,0.0232,0.0323,0.0485,0.058,NGF17,20161111,
0.0407,0.0242,0.0119,0.0047,-0.0006,0.0,0.0019,0.007,0.0155,0.0251,0.0365,0.0511,0.0609,NGF17,20161114,0.0532
0.0462,0.0279,0.0157,0.008,0.0033,0.0,0.0027,0.0093,0.0181,0.025,0.0354,0.0461,0.0609,NGF17,20161115,0.0725
0.0478,0.0252,0.0144,0.0063,0.0011,0.0,0.0011,0.0046,0.0108,0.0214,0.0332,0.0419,0.0563,NGF17,20161116,0.0664
0.0399,0.0226,0.0121,0.0074,0.0022,0.0,-0.0005,0.002,0.0098,0.021,0.0347,0.0461,0.0569,NGF17,20161117,0.0548
0.0391,0.0237,0.0111,0.0057,0.0014,0.0,0.0023,0.0078,0.0171,0.0268,0.0356,0.0504,,NGF17,20161118,0.0585
0.0251,0.0123,0.0036,-0.0001,-0.0016,0.0,0.0019,0.009,0.0193,0.0328,0.0456,0.0571,,NGF17,20161121,0.0534
0.0326,0.0152,0.0039,0.0005,-0.0003,0.0,0.0068,0.0168,0.0264,0.0408,0.0538,,,NGF17,20161122,0.0516
0.0309,0.0149,0.0057,-0.001,-0.0013,0.0,0.0057,0.0122,0.0232,0.035,0.0513,,,NGF17,20161123,0.0517
0.0292,0.0167,0.0031,-0.0021,-0.0011,0.0,0.0048,0.0157,0.0256,0.0399,,,,NGF17,20161125,0.0643
0.0271,0.0136,-0.001,-0.0067,-0.0061,0.0,0.0105,0.0221,0.0385,0.053,,,,NGF17,20161128,0.0739
-0.0176,-0.0258,-0.0264,-0.0225,-0.0127,0.0,0.0113,0.0206,0.0301,0.0396,0.0481,,,NGF18,20171030,0.0046
-0.0036,-0.0185,-0.0176,-0.0176,-0.0081,0.0,0.0091,0.019,0.029,0.0387,0.0472,0.0553,,NGF18,20171031,0.0201
-0.0023,-0.0149,-0.0177,-0.0142,-0.0087,0.0,0.0108,0.0196,0.0302,0.041,0.048,0.0573,,NGF18,20171101,0.0174
-0.0104,-0.0177,-0.022,-0.0176,-0.0097,0.0,0.0094,0.0196,0.0297,0.0398,0.049,0.059,,NGF18,20171102,0.0019
-0.0069,-0.0178,-0.0221,-0.0184,-0.0119,0.0,0.0091,0.0202,0.0322,0.0416,0.05,,,NGF18,20171103,0.0122
-0.0159,-0.023,-0.0245,-0.022,-0.0106,0.0,0.0114,0.0213,0.0312,0.042,,,,NGF18,20171106,0.007
-0.0136,-0.0215,-0.0277,-0.0192,-0.0094,0.0,0.0093,0.0172,0.0282,0.037,,,,NGF18,20171107,-0.0017
-0.0191,-0.0258,-0.0267,-0.0209,-0.0102,0.0,0.0112,0.022,0.0301,0.039,,,,NGF18,20171108,0.0073
-0.0179,-0.0323,-0.0304,-0.0222,-0.0119,0.0,0.0107,0.0217,0.0307,0.0416,,,,NGF18,20171109,-0.0006
-0.0256,-0.0308,-0.0289,-0.0243,-0.0135,0.0,0.011,0.021,0.0291,0.0394,,,,NGF18,20171110,-0.0058
-0.0176,-0.0282,-0.0313,-0.024,-0.012,0.0,0.0105,0.0221,0.0316,0.0432,,,,NGF18,20171113,0.0055
-0.0165,-0.0368,-0.0357,-0.0279,-0.0138,0.0,0.0147,0.0273,0.04,0.0508,,,,NGF18,20171114,0.0169
-0.0187,-0.0436,-0.0446,-0.0336,-0.0176,0.0,0.0159,0.0294,0.0416,0.056,0.0664,,,NGF18,20171115,-0.0178
-0.0383,-0.0449,-0.0454,-0.0319,-0.0164,0.0,0.0166,0.0308,0.0432,0.058,0.0689,,,NGF18,20171116,0.0001
-0.0154,-0.0408,-0.0462,-0.0368,-0.0206,0.0,0.0161,0.0339,0.0462,0.059,0.0701,,,NGF18,20171117,0.0011
0.0003,-0.0405,-0.0471,-0.0376,-0.0184,0.0,0.0175,0.0329,0.0472,0.0622,0.075,,,NGF18,20171120,0.0437
0.0059,-0.0328,-0.0524,-0.0392,-0.0215,0.0,0.0179,0.0347,0.0493,0.0636,0.0774,,,NGF18,20171121,0.0632
-0.0146,-0.0399,-0.0481,-0.0435,-0.024,0.0,0.02,0.0366,0.0523,0.0688,0.0831,0.0984,,NGF18,20171122,0.0726
0.0311,-0.0147,-0.0313,-0.0295,-0.0172,0.0,0.0198,0.0377,0.0531,0.0742,0.0874,0.1049,0.1231,NGF18,20171124,
-0.006,-0.0276,-0.0339,-0.0299,-0.0186,0.0,0.0223,0.0409,0.0587,0.0747,0.0925,0.1067,,NGF18,20171127,0.0875
-0.0228,-0.0288,-0.0464,-0.0368,-0.0225,0.0,0.021,0.0418,0.0543,0.0688,0.079,,,NGF18,20171128,0.0723
-0.021,-0.0314,-0.0327,-0.0223,-0.0112,0.0,0.0095,0.0185,0.0284,0.0389,0.0498,0.0607,0.0706,NGF19,20181030,-0.016
-0.019,-0.0354,-0.0342,-0.0245,-0.0113,0.0,0.0112,0.0235,0.0348,0.0479,0.0598,0.0734,0.0872,NGF19,20181031,-0.0152
-0.0269,-0.0322,-0.032,-0.0241,-0.0114,0.0,0.0147,0.0295,0.0416,0.0568,0.0714,0.0856,0.1015,NGF19,20181101,-0.014
-0.0225,-0.0267,-0.0255,-0.0209,-0.0113,0.0,0.0135,0.0262,0.0419,0.0539,0.0681,0.0821,0.0963,NGF19,20181102,-0.0079
-0.0536,-0.0566,-0.0538,-0.0402,-0.0187,0.0,0.0176,0.035,0.0534,0.0704,0.0856,0.1008,0.1128,NGF19,20181105,-0.0429
-0.0613,-0.0714,-0.0639,-0.0451,-0.0235,0.0,0.0209,0.0393,0.0571,0.0737,0.0891,0.1043,0.1204,NGF19,20181106,-0.0515
-0.0605,-0.0735,-0.0603,-0.0429,-0.0203,0.0,0.0191,0.0395,0.0563,0.0737,0.0925,0.109,0.1242,NGF19,20181107,-0.0513
-0.0651,-0.0669,-0.06,-0.0433,-0.0228,0.0,0.0231,0.0435,0.0634,0.0816,0.0996,0.1154,0.1294,NGF19,20181108,-0.0439
-0.0542,-0.0569,-0.0542,-0.041,-0.0236,0.0,0.0239,0.0479,0.0708,0.0914,0.1117,0.1287,0.1463,NGF19,20181109,-0.0288
-0.0557,-0.0607,-0.0619,-0.0472,-0.0251,0.0,0.025,0.0498,0.0723,0.0931,0.1118,0.1304,0.1444,NGF19,20181112,-0.0408
-0.0643,-0.0666,-0.0592,-0.0479,-0.027,0.0,0.0226,0.0453,0.0646,0.0831,0.0968,0.1084,0.1202,NGF19,20181113,-0.0572
-0.1337,-0.1149,-0.0897,-0.0607,-0.0294,0.0,0.0261,0.0474,0.0655,0.0817,,,,NGF19,20181114,-0.1438
-0.1621,-0.1372,-0.106,-0.0707,-0.0337,0.0,0.0341,0.0634,0.0893,0.111,0.129,0.1476,0.162,NGF19,20181115,-0.174
-0.1858,-0.1499,-0.1146,-0.0738,-0.0356,0.0,0.0305,0.0598,0.0841,0.1062,0.1256,0.1417,0.1567,NGF19,20181116,-0.2184
-0.2431,-0.1916,-0.1386,-0.0888,-0.0421,0.0,0.0346,0.0656,0.0935,0.119,0.1384,,,NGF19,20181119,-0.2881
-0.2408,-0.1986,-0.1499,-0.0981,-0.0477,0.0,0.0438,0.083,0.1156,0.1446,0.1661,0.1856,,NGF19,20181120,-0.2737
-0.1998,-0.1723,-0.138,-0.0935,-0.0465,0.0,0.0406,0.0785,0.1115,0.1405,0.1656,0.1858,,NGF19,20181121,-0.224
-0.1954,-0.1696,-0.136,-0.0944,-0.0494,0.0,0.0436,0.084,0.117,0.1438,0.1679,0.1886,0.2067,NGF19,20181123,-0.2129
-0.1791,-0.1617,-0.1293,-0.0899,-0.0456,0.0,0.0423,0.078,0.1113,0.1355,0.1583,0.1739,0.1879,NGF19,20181126,-0.1817
-0.1589,-0.1491,-0.1244,-0.0876,-0.0444,0.0,0.0381,0.0705,0.0978,0.119,0.1399,0.1588,0.1757,NGF19,20181127,-0.151
-0.0857,-0.087,-0.0745,-0.0567,-0.0296,0.0,0.0275,0.0536,0.0727,0.0887,0.1066,,,NGF19,20181128,-0.0785
-0.0238,-0.0262,-0.0268,-0.0222,-0.0124,0.0,0.019,0.0393,0.0582,0.0805,0.1005,0.1203,0.1421,NGF20,20191030,
-0.0254,-0.0322,-0.0315,-0.024,-0.0143,0.0,0.0182,0.0386,0.06,0.0795,0.1016,0.1227,0.1416,NGF20,20191031,
-0.0364,-0.0411,-0.0402,-0.0332,-0.0192,0.0,0.0229,0.0432,0.0649,0.087,0.1067,0.1279,0.1479,NGF20,20191101,
-0.0516,-0.0519,-0.0458,-0.0359,-0.02,0.0,0.023,0.047,0.0689,0.0925,0.1138,0.1343,0.1544,NGF20,20191104,-0.0378
-0.0531,-0.0532,-0.0476,-0.0357,-0.0201,0.0,0.0221,0.0453,0.0687,0.0897,0.1137,0.1356,0.1572,NGF20,20191105,-0.0411
-0.0561,-0.0558,-0.0496,-0.0393,-0.0219,0.0,0.0232,0.046,0.0702,0.091,0.1141,0.1367,0.1563,NGF20,20191106,-0.0471
-0.0331,-0.0384,-0.0381,-0.0319,-0.0162,0.0,0.0213,0.0435,0.0662,0.0881,0.1111,0.1349,0.1535,NGF20,20191107,-0.0245
-0.0355,-0.0414,-0.0464,-0.0365,-0.0208,0.0,0.023,0.0459,0.0686,0.0959,0.1185,0.1406,0.1633,NGF20,20191108,-0.0214
-0.0251,-0.0454,-0.0488,-0.0426,-0.0243,0.0,0.0245,0.0494,0.0722,0.0978,0.1207,0.1452,0.1701,NGF20,20191111,
-0.0102,-0.036,-0.0444,-0.0397,-0.0232,0.0,0.0279,0.0543,0.0788,0.1022,0.1285,0.1514,0.174,NGF20,20191112,
-0.0239,-0.0407,-0.0476,-0.0406,-0.0241,0.0,0.027,0.0516,0.0771,0.1019,0.1273,0.1499,0.1717,NGF20,20191113,
-0.0119,-0.0331,-0.0444,-0.0383,-0.0221,0.0,0.0271,0.0524,0.0784,0.1027,0.1311,0.1547,0.1774,NGF20,20191114,
-0.0206,-0.0358,-0.044,-0.0383,-0.0198,0.0,0.0253,0.05,0.0745,0.1013,0.1251,0.1511,0.1721,NGF20,20191115,
,-0.0369,-0.0469,-0.04,-0.0207,0.0,0.025,0.0499,0.0728,0.0962,0.1171,0.1398,0.1636,NGF20,20191118,
,-0.018,-0.0281,-0.0296,-0.0197,0.0,0.0247,0.052,0.0764,0.1018,0.127,0.1529,0.1708,NGF20,20191119,
,-0.0178,-0.0257,-0.034,-0.0235,0.0,0.0251,0.0514,0.0771,0.099,0.1242,0.1444,0.1693,NGF20,20191120,
,-0.0283,-0.0347,-0.0352,-0.0241,0.0,0.0244,0.0504,0.0756,0.0985,0.12,0.1424,0.1681,NGF20,20191121,
-0.0248,-0.0401,-0.0501,-0.042,-0.0249,0.0,0.0273,0.0539,0.0782,0.1055,0.1288,0.1505,0.1775,NGF20,20191122,
,-0.0419,-0.0457,-0.038,-0.0217,0.0,0.0284,0.0567,0.0825,0.1089,0.1389,0.1617,0.1936,NGF20,20191125,
,-0.0021,-0.0154,-0.0217,-0.0187,0.0,0.0197,0.0458,0.0733,0.0997,0.1242,0.1508,0.1776,NGF20,20191126,
-0.0544,-0.0656,-0.0577,-0.0421,-0.0225,0.0,0.0209,0.0399,0.0588,0.0768,0.092,0.1082,0.1223,NGF21,20201029,-0.0361
-0.063,-0.0709,-0.063,-0.0447,-0.0242,0.0,0.021,0.0411,0.0596,0.0783,0.0937,0.1094,0.1234,NGF21,20201030,-0.0492
-0.0689,-0.0714,-0.0672,-0.0473,-0.0256,0.0,0.0225,0.0428,0.0634,0.0808,0.0971,0.112,0.1263,NGF21,20201102,-0.0458
-0.0521,-0.0603,-0.0558,-0.0472,-0.0248,0.0,0.023,0.0435,0.063,0.0787,0.0932,0.1077,0.1195,NGF21,20201103,-0.0267
-0.0517,-0.0603,-0.0543,-0.0435,-0.0225,0.0,0.0202,0.0398,0.0564,0.0706,0.0837,0.0988,0.1094,NGF21,20201104,-0.0253
-0.0353,-0.0566,-0.0566,-0.0439,-0.0233,0.0,0.0231,0.0441,0.0654,0.0871,0.105,0.1219,0.1357,NGF21,20201105,0.0003
-0.0654,-0.0688,-0.0657,-0.0469,-0.024,0.0,0.0253,0.0513,0.0733,0.0964,0.1167,0.136,0.1578,NGF21,20201106,-0.0381
-0.0675,-0.0762,-0.0692,-0.0506,-0.0257,0.0,0.0221,0.043,0.0659,0.0887,0.1074,0.1282,0.1444,NGF21,20201109,-0.0414
-0.0635,-0.0717,-0.069,-0.0495,-0.0257,0.0,0.0251,0.0502,0.0756,0.0968,0.1174,0.1407,0.1579,NGF21,20201110,-0.0438
-0.0587,-0.0684,-0.0626,-0.0468,-0.0255,0.0,0.0258,0.0493,0.0718,0.0938,0.1129,0.1348,0.1528,NGF21,20201111,-0.027
-0.0707,-0.0863,-0.0786,-0.0576,-0.0287,0.0,0.0294,0.0553,0.0811,0.1046,0.1263,0.1446,0.1674,NGF21,20201112,-0.0389
-0.0805,-0.0975,-0.0837,-0.0624,-0.0288,0.0,0.0259,0.0488,0.0693,0.0895,0.1115,0.132,0.148,NGF21,20201113,-0.0465
-0.0741,-0.0914,-0.0877,-0.0643,-0.033,0.0,0.0286,0.0513,0.0731,0.0925,0.1121,0.1312,0.1483,NGF21,20201116,-0.0275
-0.0696,-0.0891,-0.0797,-0.0575,-0.0289,0.0,0.027,0.0499,0.0705,0.0904,0.1074,0.1256,0.1459,NGF21,20201117,
-0.1147,-0.1246,-0.1174,-0.0812,-0.0409,0.0,0.0314,0.056,0.0801,0.0983,0.1161,0.1348,0.152,NGF21,20201118,
-0.0865,-0.1095,-0.1052,-0.0717,-0.0344,0.0,0.0312,0.0541,0.0755,0.0943,0.1116,0.1287,0.1456,NGF21,20201119,
-0.0873,-0.1026,-0.096,-0.0726,-0.0356,0.0,0.0291,0.0553,0.0788,0.0989,0.1171,0.1303,0.1487,NGF21,20201120,
-0.0742,-0.1042,-0.0971,-0.0705,-0.0357,0.0,0.0306,0.055,0.0748,0.0946,0.1143,0.1324,0.1482,NGF21,20201123,
-0.0728,-0.0982,-0.0898,-0.0658,-0.0316,0.0,0.0235,0.0457,0.0611,0.0773,0.0921,0.1069,0.1252,NGF21,20201124,-0.0223
-0.0451,-0.0739,-0.065,-0.0446,-0.0219,0.0,0.0152,0.03,0.0455,0.0594,0.0713,0.0835,0.0974,NGF21,20201125,0.0189
0.0245,0.014,0.0044,0.002,0.0013,0.0,0.0006,0.0007,0.0017,0.0036,0.0096,0.0155,0.0282,NGG13,20121129,0.0488
0.0188,0.014,0.0074,0.0022,0.0011,0.0,0.001,0.0015,0.0054,0.0059,0.013,0.0211,0.0288,NGG13,20121130,0.0289
0.0224,0.0157,0.0051,0.0026,0.0009,0.0,0.0007,0.0012,0.0043,0.0067,0.0121,0.0174,0.0288,NGG13,20121203,0.0557
0.0121,0.0097,-0.0003,,-0.0006,0.0,-0.0003,0.0012,0.0036,0.0089,0.0131,0.0172,0.0247,NGG13,20121204,0.0363
0.0117,0.0073,-0.0006,-0.0019,-0.0017,0.0,0.0007,0.0017,0.0044,0.0085,0.0127,0.0168,,NGG13,20121205,0.0345
